country,countryEn,year,page,rank,region,regionEn,cages,countryflag,countryflagEn,data
Allemagne,Germany,1958,11.13397216796875,2,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Irlande,Ireland,1958,11.10044002532959,3,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Italie,Italy,1958,9.191624641418457,4,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Etats-Unis,United-States,1958,8.623283386230469,5,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Portugal,Portugal,1958,7.685938358306885,6,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Russie,Russia,1958,5.741765022277832,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Japon,Japan,1958,5.505020618438721,8,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Israel,Israel,1958,4.62193489074707,9,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,1958,4.061741352081299,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Corée du Sud,South Korea,1958,3.068085432052612,11,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Mexique,Mexico,1958,2.835501194000244,12,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Mexique,Mexico,1959,46.59880447387695,1,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Turquie,Türkiye,1959,41.85808944702148,2,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Corée du Sud,South Korea,1959,40.91444396972656,3,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Israel,Israel,1959,35.65312194824219,4,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Etats-Unis,United-States,1959,30.96527862548828,5,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Irlande,Ireland,1959,30.66082572937012,6,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Japon,Japan,1959,30.17002487182617,7,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Russie,Russia,1959,29.68628311157227,8,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Portugal,Portugal,1959,29.44168281555176,9,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
France,France,1959,26.2834644317627,10,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Italie,Italy,1959,24.94306755065918,11,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,1959,20.96479988098145,12,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
France,France,1959,11.46969604492188,1,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Allemagne,Germany,1959,11.31669521331787,2,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Irlande,Ireland,1959,11.13433647155762,3,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Italie,Italy,1959,9.356304168701172,4,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Etats-Unis,United-States,1959,8.716166496276855,5,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Portugal,Portugal,1959,7.782054901123047,6,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Russie,Russia,1959,5.879246711730957,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Japon,Japan,1959,5.625611305236816,8,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Israel,Israel,1959,4.795762062072754,9,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,1959,4.102099895477295,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Corée du Sud,South Korea,1959,3.098971128463745,11,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Mexique,Mexico,1959,2.820299386978149,12,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Mexique,Mexico,1960,46.79698181152344,1,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Turquie,Türkiye,1960,42.0130500793457,2,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Corée du Sud,South Korea,1960,41.30922698974609,3,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Israel,Israel,1960,35.24231338500977,4,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Etats-Unis,United-States,1960,31.26516723632813,5,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Irlande,Ireland,1960,30.89764595031738,6,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Russie,Russia,1960,30.51132011413574,7,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Japon,Japan,1960,29.83357238769531,8,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Portugal,Portugal,1960,29.2863655090332,9,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
France,France,1960,26.50399017333984,10,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Italie,Italy,1960,25.01198387145996,11,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,1960,21.28415298461914,12,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
France,France,1960,11.51250743865967,1,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Allemagne,Germany,1960,11.47548389434814,2,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Irlande,Ireland,1960,11.21258163452148,3,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Italie,Italy,1960,9.50499153137207,4,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Etats-Unis,United-States,1960,8.831421852111816,5,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Portugal,Portugal,1960,7.880635738372803,6,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Russie,Russia,1960,5.984725952148438,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Japon,Japan,1960,5.7426438331604,8,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Israel,Israel,1960,5.023006916046143,9,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,1960,4.158966541290283,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Corée du Sud,South Korea,1960,3.129766941070557,11,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Mexique,Mexico,1960,2.782912731170654,12,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Mexique,Mexico,1961,46.98118591308594,1,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Turquie,Türkiye,1961,42.17355728149414,2,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Corée du Sud,South Korea,1961,41.75282287597656,3,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Israel,Israel,1961,34.88328170776367,4,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Etats-Unis,United-States,1961,31.40485954284668,5,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Irlande,Ireland,1961,30.96255683898926,6,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Russie,Russia,1961,30.89245796203613,7,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Japon,Japan,1961,29.1403865814209,8,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Portugal,Portugal,1961,29.11486625671387,9,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
France,France,1961,26.49130058288574,10,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Italie,Italy,1961,24.95322799682617,11,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,1961,21.70709419250488,12,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Allemagne,Germany,1961,11.68464374542236,1,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
France,France,1961,11.59780502319336,2,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Irlande,Ireland,1961,11.26963329315186,3,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Italie,Italy,1961,9.655097961425781,4,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Etats-Unis,United-States,1961,8.932249069213867,5,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Portugal,Portugal,1961,7.998655796051025,6,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Russie,Russia,1961,6.106164455413818,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Japon,Japan,1961,5.846557140350342,8,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Israel,Israel,1961,5.231811046600342,9,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,1961,4.214787483215332,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Corée du Sud,South Korea,1961,3.168308973312378,11,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Mexique,Mexico,1961,2.733106851577759,12,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Mexique,Mexico,1962,47.12302398681641,1,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Turquie,Türkiye,1962,42.36660003662109,2,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Corée du Sud,South Korea,1962,42.252685546875,3,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Israel,Israel,1962,34.84165191650391,4,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Etats-Unis,United-States,1962,31.29121971130371,5,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Irlande,Ireland,1962,30.88295555114746,6,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Russie,Russia,1962,30.84639358520508,7,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Portugal,Portugal,1962,29.08243751525879,8,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Japon,Japan,1962,27.99514007568359,9,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
France,France,1962,26.21589088439941,10,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Italie,Italy,1962,24.74289512634277,11,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,1962,22.03333854675293,12,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Allemagne,Germany,1962,11.90310478210449,1,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
France,France,1962,11.72835826873779,2,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Irlande,Ireland,1962,11.24220371246338,3,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Italie,Italy,1962,9.788785934448242,4,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Etats-Unis,United-States,1962,9.010404586791992,5,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Portugal,Portugal,1962,8.119218826293945,6,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Russie,Russia,1962,6.188001155853271,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Japon,Japan,1962,5.953421592712402,8,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Israel,Israel,1962,5.360170841217041,9,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,1962,4.266475200653076,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Corée du Sud,South Korea,1962,3.214662075042725,11,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Mexique,Mexico,1962,2.701915740966797,12,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Mexique,Mexico,1963,47.22308731079102,1,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Corée du Sud,South Korea,1963,42.73563766479492,2,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Turquie,Türkiye,1963,42.53671264648438,3,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Israel,Israel,1963,34.85886001586914,4,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Etats-Unis,United-States,1963,31.11125946044922,5,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Irlande,Ireland,1963,30.86419296264648,6,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Russie,Russia,1963,30.64328193664551,7,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Portugal,Portugal,1963,29.05043601989746,8,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Japon,Japan,1963,26.82212829589844,9,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
France,France,1963,25.96808815002441,10,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Italie,Italy,1963,24.54728889465332,11,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,1963,22.33895111083984,12,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Allemagne,Germany,1963,12.08325386047363,1,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
France,France,1963,11.82490730285645,2,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Irlande,Ireland,1963,11.18788909912109,3,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Italie,Italy,1963,9.887184143066406,4,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Etats-Unis,United-States,1963,9.073599815368652,5,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Portugal,Portugal,1963,8.226984977722168,6,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Russie,Russia,1963,6.290372848510742,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Japon,Japan,1963,6.065040111541748,8,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Israel,Israel,1963,5.465492248535156,9,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,1963,4.328216075897217,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Corée du Sud,South Korea,1963,3.249173879623413,11,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Mexique,Mexico,1963,2.681071281433105,12,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Mexique,Mexico,1964,47.30506896972656,1,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Corée du Sud,South Korea,1964,43.11713027954102,2,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Turquie,Türkiye,1964,42.680419921875,3,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Israel,Israel,1964,34.76518249511719,4,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Irlande,Ireland,1964,30.93734741210938,5,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Etats-Unis,United-States,1964,30.93364334106445,6,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Russie,Russia,1964,30.1735782623291,7,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Portugal,Portugal,1964,29.05564880371094,8,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Japon,Japan,1964,25.82748413085938,9,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
France,France,1964,25.79408264160156,10,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Italie,Italy,1964,24.45732688903809,11,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,1964,22.61253929138184,12,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Allemagne,Germany,1964,12.29325485229492,1,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
France,France,1964,11.94182395935059,2,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Irlande,Ireland,1964,11.16530990600586,3,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Italie,Italy,1964,10.00359725952148,4,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Etats-Unis,United-States,1964,9.142232894897461,5,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Portugal,Portugal,1964,8.289675712585449,6,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Russie,Russia,1964,6.425370693206787,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Japon,Japan,1964,6.190752029418945,8,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Israel,Israel,1964,5.58631706237793,9,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,1964,4.39868688583374,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Corée du Sud,South Korea,1964,3.261335134506226,11,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Mexique,Mexico,1964,2.666722297668457,12,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Mexique,Mexico,1965,47.39982604980469,1,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Corée du Sud,South Korea,1965,43.34679794311523,2,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Turquie,Türkiye,1965,42.76620101928711,3,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Israel,Israel,1965,34.59015655517578,4,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Irlande,Ireland,1965,31.06114387512207,5,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Etats-Unis,United-States,1965,30.70412635803223,6,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Russie,Russia,1965,29.54980659484863,7,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Portugal,Portugal,1965,29.12143707275391,8,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
France,France,1965,25.60675621032715,9,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
